trail_id,name,area_name,city_name,state_name,country_name,_geoloc,popularity,length,elevation_gain,difficulty_rating,route_type,visitor_usage,avg_rating,num_reviews,features,activities,units
10265252,McKinley Bar Trail,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.45799, 'lng': -150.85}",5.6536,7402.964,295.9608,1,out and back,2,4,17,"['dogs-no', 'lake', 'kids', 'river', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10333556,Tiaga Loop and Horseshoe Lake Trail to Beaver Dam,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.73128, 'lng': -148.9171}",4.6043,4828.02,158.8008,3,loop,2,4.5,15,"['dogs-no', 'forest', 'lake', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10265251,Blueberry Hill Trail,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.49541, 'lng': -150.88137}",4.1956,1448.406,46.9392,3,out and back,2,4.5,6,"['dogs-no', 'lake', 'views', 'wildlife']",['hiking'],i
10393562,Stampede Trail to Sushana River,Denali National Park,Healy,Alaska,United States,"{'lat': 63.88374, 'lng': -149.26764}",3.958,61476.788,1292.9616,5,out and back,1,4.5,3,"['historic-site', 'river', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",i
10262541,Bartlett Cove Forest Loop Trail,Glacier Bay National Park,Gustavus,Alaska,United States,"{'lat': 58.45462, 'lng': -135.88312}",3.8939,1770.274,33.8328,1,loop,2,4.5,14,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'sea-kayaking']",i
10358126,Camp Ridge Trail,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.52451, 'lng': -150.96072}",3.6654,6759.228,538.8864,5,out and back,1,5,8,"['dogs-no', 'forest', 'views', 'wildlife']","['hiking', 'trail-running']",i
10236078,Jonesville Trail,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.73334, 'lng': -148.89618}",3.4891,1448.406,52.7304,1,out and back,1,4,11,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10343441,Roadside Trail,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.73034, 'lng': -148.91945}",3.3846,5471.756,214.884,1,out and back,2,4,13,"['forest', 'kids', 'wildlife']","['hiking', 'trail-running']",i
10023165,Quigley Ridge Trail,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.52444, 'lng': -150.96015}",3.304,14644.994,730.9104,3,out and back,,4.5,5,"['dogs-no', 'views']","['hiking', 'trail-running', 'canoeing']",i
10333569,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.80495, 'lng': -148.95416}",2.7746,15771.532,1385.9256,5,point to point,2,5,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",i
10347459,Brooks Falls,Katmai National Park,King Salmon,Alaska,United States,"{'lat': 58.55986, 'lng': -155.77752}",2.4937,4667.086,63.7032,1,out and back,2,4.5,4,"['forest', 'river', 'views', 'waterfall', 'wildlife']","['hiking', 'walking']",i
10302108,Bartlett River Trail,Glacier Bay National Park,Gustavus,Alaska,United States,"{'lat': 58.4543, 'lng': -135.86902}",2.33,11104.446,266.7,1,out and back,1,3,7,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",i
10333558,McKinley Station and Morino Loop Trail,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.7315, 'lng': -148.91785}",2.0877,1448.406,33.8328,3,loop,2,3,4,"['dogs-no', 'views', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",i
10513937,Dumpling Mountain,Katmai National Park,Kodiak,Alaska,United States,"{'lat': 58.55626, 'lng': -155.77832}",2.0328,4828.02,225.8568,3,out and back,1,4,5,"['forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",i
10333557,Spruce Tree Trail,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.73136, 'lng': -148.91762}",1.8986,643.736,23.7744,1,loop,2,3,6,"['kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
10302122,Bartlet Lake Trail,Glacier Bay National Park,Gustavus,Alaska,United States,"{'lat': 58.46205, 'lng': -135.77323}",1.86,9495.106,141.732,1,out and back,1,3.5,4,"['dogs-no', 'forest', 'lake']","['hiking', 'mountain-biking', 'nature-trips', 'walking']",i
10265266,Eldorado Creek Trail,Denali National Park,Denali National Park,Alaska,United States,"{'lat': 63.52668, 'lng': -150.96891}",1.803,13679.39,397.764,3,out and back,2,0,0,['dogs-leash'],"['backpacking', 'hiking']",i
10302112,Tlingit Trail,Glacier Bay National Park,Gustavus,Alaska,United States,"{'lat': 58.45442, 'lng': -135.88565}",1.3701,1770.274,19.812,1,out and back,1,3.5,4,"['ada', 'beach', 'forest', 'lake', 'views']","['hiking', 'nature-trips', 'walking']",i
10302114,Point Gustavus,Glacier Bay National Park,Gustavus,Alaska,United States,"{'lat': 58.45379, 'lng': -135.88686}",1.3415,20116.75,117.9576,3,out and back,1,4,2,"['beach', 'dogs-no']","['hiking', 'nature-trips', 'walking']",i
10187810,Bright Angel Trail to Bright Angel Campground and River Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05735, 'lng': -112.14381}",37.4791,28485.318,1525.8288,5,out and back,3,5,670,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",i
10016964,South Kaibab Trail to Cedar Ridge,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05346, 'lng': -112.08361}",36.2709,4988.954,358.7496,3,out and back,3,5,489,"['cave', 'dogs-no', 'forest', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",i
10237812,Three-Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05701, 'lng': -112.14414}",33.256,8690.436,635.8128,5,out and back,3,4.5,454,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips']",i
10245012,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05344, 'lng': -112.08364}",31.6323,26875.978,1400.8608,5,point to point,3,5,519,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i
10265905,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05309, 'lng': -112.08387}",28.8685,2896.812,210.9216,3,out and back,3,5,455,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10266148,Grand Canyon Rim Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05723, 'lng': -112.14378}",28.2035,8690.436,106.9848,1,out and back,3,4.5,342,"['ada', 'dogs-leash', 'kids', 'paved', 'strollers', 'views', 'wild-flowers']",['walking'],i
10094721,Rim-to-Rim: North Kaibab to Grand Canyon Village,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.21692, 'lng': -112.05678}",24.0229,34761.744,1614.8304,5,point to point,3,5,217,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running']",i
10026816,Shoshone Point Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.03496, 'lng': -112.06924}",22.7206,3379.614,45.72,1,out and back,1,5,224,"['ada', 'dogs-no', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10235665,Plateau Point Trail via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05681, 'lng': -112.14201}",22.5006,19633.948,961.9488,5,out and back,3,5,262,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'hiking', 'nature-trips']",i
10266521,South Kaibab Trail to Skeleton Point,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05356, 'lng': -112.08336}",22.1688,8690.436,602.8944,5,out and back,2,5,229,"['dogs-no', 'views', 'wild-flowers']","['hiking', 'trail-running', 'horseback-riding']",i
10016127,Grand Canyon West Rim Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05264, 'lng': -112.08368}",21.652,20599.552,169.7736,1,point to point,3,4.5,158,"['ada', 'dogs-no', 'kids', 'paved', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10034910,Bridal Wreath Falls Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.23512, 'lng': -110.68683}",20.8545,9012.304,326.7456,3,out and back,2,4.5,259,"['dogs-no', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10337353,1.5 Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05706, 'lng': -112.14428}",20.0835,4667.086,349.9104,3,out and back,3,4.5,238,"['dogs-no', 'views', 'wild-flowers', 'wildlife']",['hiking'],i
10013850,Bright Angel Point Trail,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.19703, 'lng': -112.05258}",19.8228,1448.406,43.8912,1,out and back,3,4.5,142,"['dogs-no', 'kids', 'partially-paved', 'views']","['hiking', 'nature-trips', 'walking']",i
10031380,Wasson Peak Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.24669, 'lng': -111.16708}",18.8699,12713.786,567.8424,3,loop,3,4.5,229,"['cave', 'dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
10304374,Indian Garden via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05745, 'lng': -112.14434}",16.7412,13196.588,896.7216,5,out and back,3,5,61,"['dogs-no', 'river', 'views']","['backpacking', 'camping', 'hiking']",i
10236025,Blue Mesa Trail,Petrified Forest National Park,Holbrook,Arizona,United States,"{'lat': 34.93947, 'lng': -109.75639}",15.5733,1448.406,32.9184,1,loop,3,4.5,163,"['dogs-leash', 'kids', 'partially-paved', 'views']","['hiking', 'walking']",i
10013966,King Canyon Trail to Wasson Peak,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.24717, 'lng': -111.16717}",15.5,11426.314,560.832,3,out and back,2,4.5,135,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
10004120,Grandview Trail Loop,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 35.99805, 'lng': -111.98775}",14.8144,18668.344,1188.72,7,loop,2,5,62,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i
10006500,Hermit Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.06193, 'lng': -112.21112}",14.7746,24783.836,1567.8912,5,out and back,2,4.5,88,"['dogs-no', 'river', 'views', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
10259347,Grandview Point to Horseshoe Mesa Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 35.99809, 'lng': -111.98778}",14.7248,8851.37,726.948,3,out and back,1,5,97,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10041313,North Kaibab Trail to Roaring Springs,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.21687, 'lng': -112.05678}",14.6866,13518.456,1071.9816,5,out and back,2,4.5,80,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",i
10244240,Wasson Peak via Sweetwater Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.28866, 'lng': -111.12114}",14.3846,14966.862,637.9464,5,out and back,3,4.5,161,"['cave', 'dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'trail-running', 'walking']",i
10111405,Douglas Spring Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.23518, 'lng': -110.68682}",14.3478,26715.044,1139.952,3,out and back,2,4.5,95,"['dogs-no', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",i
10286650,South Kaibab Trail to Phantom Ranch,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05298, 'lng': -112.0839}",13.8468,21565.156,1496.8728,5,out and back,3,5,73,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'horseback-riding']",i
10031336,Widforss Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.22375, 'lng': -112.06506}",13.3343,14644.994,315.7728,3,out and back,2,4.5,100,"['dogs-no', 'forest', 'views']","['backpacking', 'hiking', 'trail-running']",i
10031337,Transept Trail,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.19695, 'lng': -112.05287}",12.6285,4667.086,85.9536,3,out and back,2,4,85,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10304469,Yavapai Point via Rim Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.06045, 'lng': -112.10861}",12.5954,2574.944,24.9936,1,out and back,3,4.5,52,"['dogs-no', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",i
10273263,Bright Angel Trail: South Rim to Phantom Ranch,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05742, 'lng': -112.14421}",12.4801,28968.12,1518.8184,5,out and back,3,5,39,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",i
10000811,Cape Royal Trail,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.12234, 'lng': -111.94949}",12.4222,1609.34,19.812,1,out and back,2,4.5,54,"['ada', 'dogs-no', 'forest', 'kids', 'partially-paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",i
10009957,Rim-to-Rim: North Kaibab to South Kaibab Trailhead,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.21689, 'lng': -112.05678}",12.4044,31060.262,1666.9512,7,point to point,3,5,38,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running', 'horseback-riding']",i
10006953,Tanque Verde Ridge Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.16559, 'lng': -110.7238}",12.393,32186.8,1705.9656,7,out and back,2,4.5,108,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
10297089,Rim to Rim Trail Segment: Indian Garden to Colorado River,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.07836, 'lng': -112.12709}",12.3532,9656.04,429.768,7,out and back,2,5,61,"['dogs-no', 'views', 'waterfall']","['backpacking', 'camping', 'nature-trips']",i
10040243,North Kaibab Trail to Colorado River,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.21704, 'lng': -112.05675}",12.302,45061.52,2092.7568,7,out and back,1,4.5,45,"['beach', 'cave', 'dogs-no', 'forest', 'historic-site', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
10026822,Cape Final,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.14579, 'lng': -111.9355}",12.0834,6437.36,150.876,1,out and back,,4.5,76,"['dogs-no', 'forest', 'kids', 'views']","['camping', 'hiking']",i
10242023,Mica View Loop Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.2207, 'lng': -110.72608}",11.8629,5954.558,36.8808,1,loop,2,4,111,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10255289,Phantom Ranch to Ribbon Falls via North Kaibab Trail,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.10656, 'lng': -112.09423}",11.8608,19151.146,592.836,5,out and back,3,5,27,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",i
10004435,Hugh Norris Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.27146, 'lng': -111.20301}",11.8001,14323.126,729.996,3,out and back,,4.5,103,"['dogs-no', 'views']","['hiking', 'nature-trips', 'horseback-riding']",i
10258667,North Kaibab Trail to Supai Tunnel and Coconino Overlook,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.21724, 'lng': -112.05655}",11.7107,5954.558,425.8056,3,out and back,2,4.5,69,"['dogs-no', 'forest', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10236026,Crystal Forest Trail,Petrified Forest National Park,Petrified Forest National Park,Arizona,United States,"{'lat': 34.86326, 'lng': -109.79239}",11.5545,1448.406,10.9728,1,loop,1,4.5,95,"['dogs-leash', 'kids', 'paved', 'views']","['hiking', 'nature-trips', 'walking']",i
10258648,Hermit's Rest Viewpoint  to Santa Maria Spring,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.06065, 'lng': -112.21219}",11.1051,5471.756,528.828,3,out and back,,4.5,39,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'trail-running']",i
10257085,South Kaibab to North Kaibab to Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05299, 'lng': -112.08351}",11.0836,65822.006,3578.9616,7,point to point,3,5,37,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",i
10236022,Painted Desert Rim Trail,Petrified Forest National Park,Chambers,Arizona,United States,"{'lat': 35.080330000000004, 'lng': -109.78349}",10.9378,1770.274,11.8872,1,out and back,1,4,61,"['dogs-leash', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",i
10018269,Petrified Forest Scenic Drive,Petrified Forest National Park,Chambers,Arizona,United States,"{'lat': 35.06032, 'lng': -109.78196}",10.9165,46027.124,297.7896,3,point to point,2,4.5,52,"['dogs-leash', 'kids', 'paved', 'views']","['nature-trips', 'scenic-driving']",i
10265749,Bright Angel Trail to Phantom Overlook to South Kaibab Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.0575, 'lng': -112.14411}",10.8324,27841.582,1748.9424,5,point to point,3,5,30,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",i
10315767,South Kaibab Trail to Tip Off,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05348, 'lng': -112.08359}",10.6545,14484.06,1004.9256,5,out and back,2,5,33,"['views', 'wild-flowers']","['backpacking', 'birding', 'hiking', 'nature-trips']",i
10023828,Grand Canyon South Rim Scenic Drive: Cameron to Grand Canyon Village,Grand Canyon National Park,Cameron,Arizona,United States,"{'lat': 35.85497, 'lng': -111.42506}",10.3784,88513.7,1601.724,1,point to point,2,4.5,27,"['kids', 'paved', 'views']","['nature-trips', 'scenic-driving']",i
10112001,Safford Peak Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.35403, 'lng': -111.14143}",10.3328,3862.416,278.892,3,out and back,2,4,72,"['dogs-no', 'views', 'wildlife']",['hiking'],i
10042232,Thunder Creek to Deer Creek and Thunder Falls,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.4347, 'lng': -112.42932}",10.2641,46670.86,2213.7624,5,loop,1,5,10,"['dogs-no', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
10365390,Rim to Rim: North to South and Ribbon Falls,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.21704, 'lng': -112.05675}",10.1704,49889.54,1995.8304,7,point to point,3,4.5,48,"['views', 'waterfall']","['backpacking', 'camping', 'hiking', 'nature-trips', 'trail-running']",i
10267208,Gould Mine,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.24761, 'lng': -111.16714}",10.0467,3701.482,115.824,3,loop,2,4.5,65,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",i
10293249,"Douglas Spring, Bridal Wreath Falls, Three Tank, Garwood Loop",Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.2351, 'lng': -110.68694}",9.9618,11426.314,381.9144,3,loop,2,4.5,60,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",i
10258317,Grand Canyon Rim Village to Hermit's Rest,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.05711, 'lng': -112.14443}",9.9197,24622.902,424.8912,1,out and back,3,4.5,28,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",i
10002324,Desert View Visitor Center Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.04123, 'lng': -111.82692}",9.7326,643.736,10.9728,1,loop,4,4,41,"['ada', 'dogs-leash', 'kids', 'partially-paved', 'strollers', 'views']","['hiking', 'walking']",i
10274527,Coconino Overlook,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.21714, 'lng': -112.05658}",9.609,2092.142,141.732,1,out and back,1,4,45,"['kids', 'views']","['hiking', 'nature-trips', 'walking']",i
10009628,Uncle Jim Trail,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.21729, 'lng': -112.05643}",9.5621,7563.898,222.8088,1,loop,2,4,43,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",i
10009444,Dripping Springs via Dripping Springs and Hermit Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,"{'lat': 36.06043, 'lng': -112.2125}",9.227,10138.842,796.7472,5,out and back,1,4.5,26,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",i
10251377,Giant Logs Trail,Petrified Forest National Park,Holbrook,Arizona,United States,"{'lat': 34.81544, 'lng': -109.86552}",9.1802,965.604,10.9728,1,loop,2,4,52,"['dogs-leash', 'kids', 'paved', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10042018,Onyx Bridge Trail,Petrified Forest National Park,Chambers,Arizona,United States,"{'lat': 35.0837, 'lng': -109.78904}",8.7642,7402.964,134.7216,3,loop,1,4,59,"['dogs-leash', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",i
10331092,North Kaibab Trail to Redwall Bridge,Grand Canyon National Park,North Rim,Arizona,United States,"{'lat': 36.21699, 'lng': -112.05666}",8.6888,11104.446,801.9288,5,out and back,2,5,25,"['dogs-no', 'views']","['backpacking', 'hiking', 'trail-running']",i
10002217,Valley View Overlook Trail,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.27698, 'lng': -111.1977}",8.6324,1287.472,14.9352,1,out and back,1,4,61,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",i
10041071,Cactus Forest Loop Drive,Saguaro National Park,Tucson,Arizona,United States,"{'lat': 32.18, 'lng': -110.73622}",8.6024,16576.202,213.9696,1,loop,2,4,38,"['kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'mountain-biking', 'nature-trips', 'scenic-driving']",i
