id,account,date,is_electronics,training_score,training_auc,prod_score
295,Fritsch & Fritsch,2023-02-28,0,0.094302475,0.727,1.0195612826238587
266,Fritsch & Fritsch,2023-02-02,0,0.02713681,0.727,1.1567571642740544
280,Fritsch & Fritsch,2023-01-02,1,0.28761825,0.727,1.1666757772021707
397,Fritsch & Fritsch,2023-01-01,0,8.14293e-4,0.727,1.2023825884127286
203,Fritsch & Fritsch,2023-01-23,1,0.015067808,0.727,1.117227979569394
396,Fritsch & Fritsch,2023-03-10,0,0.26286763,0.727,0.0472016017529595
289,Fritsch & Fritsch,2023-01-30,0,0.003978128,0.727,1.1127618378000312
258,Fritsch & Fritsch,2023-01-06,0,2.3396911e-4,0.727,0.129483999651832
230,Fritsch & Fritsch,2023-03-25,0,0.007413884,0.727,1.0790157307607944
232,Fritsch & Fritsch,2023-03-22,1,0.39736626,0.727,1.045809472269621
309,Fritsch & Fritsch,2023-03-31,1,0.0646534,0.727,1.142513464846696
257,Fritsch & Fritsch,2023-02-05,0,4.2030227e-4,0.727,0.1721043219147598
390,Fritsch & Fritsch,2023-03-07,0,0.18442275,0.727,0.0294220988525324
388,Fritsch & Fritsch,2023-03-24,1,0.7637683,0.727,0.1303454445493918
380,Fritsch & Fritsch,2023-01-06,1,0.5033501,0.727,0.0947911901784009
331,Fritsch & Fritsch,2023-02-04,0,0.018333044,0.727,0.0810985180871314
311,Fritsch & Fritsch,2023-02-20,0,0.40999982,0.727,0.1024602493146951
209,Fritsch & Fritsch,2023-02-12,0,0.022420665,0.727,0.1970011502481187
222,Fritsch & Fritsch,2023-01-31,0,0.17173569,0.727,1.0968446501834528
223,Fritsch & Fritsch,2023-01-18,0,0.30898094,0.727,0.0518436169871427
285,Fritsch & Fritsch,2023-01-13,0,0.13098921,0.727,1.1155843033928434
398,Fritsch & Fritsch,2023-01-02,0,0.044065084,0.727,1.121770815435699
204,Fritsch & Fritsch,2023-03-11,0,3.1946754e-4,0.727,1.079832501957774
272,Fritsch & Fritsch,2023-03-13,0,0.14330977,0.727,1.040274436123384
269,Fritsch & Fritsch,2023-01-12,0,1.6662259e-4,0.727,0.1559544665610497
326,Fritsch & Fritsch,2023-01-14,1,0.032594856,0.727,0.1580775229894702
384,Fritsch & Fritsch,2023-01-05,0,0.01407777,0.727,1.0922793525778989
205,Fritsch & Fritsch,2023-03-04,0,0.0039401073,0.727,1.0394201743300855
220,Fritsch & Fritsch,2023-01-01,1,0.01722058,0.727,1.1304432242651643
328,Fritsch & Fritsch,2023-02-01,1,0.1263778,0.727,0.0689098306734142
365,Fritsch & Fritsch,2023-02-16,1,0.055628844,0.727,1.1045521682924666
324,Fritsch & Fritsch,2023-03-11,0,0.8320204,0.727,0.1759290575850101
308,Fritsch & Fritsch,2023-01-07,0,0.0060746167,0.727,0.1107005170577313
354,Fritsch & Fritsch,2023-02-24,1,0.025668005,0.727,0.1203832188132277
219,Fritsch & Fritsch,2023-03-15,0,0.0011474524,0.727,1.087878682539265
242,Fritsch & Fritsch,2023-02-05,0,0.0038046008,0.727,1.1380690977378072
212,Fritsch & Fritsch,2023-03-25,0,0.008506459,0.727,0.1134653067802029
261,Fritsch & Fritsch,2023-03-23,0,0.035150588,0.727,1.1247590897600812
202,Fritsch & Fritsch,2023-02-11,0,0.007411905,0.727,1.0427256365351536
292,Fritsch & Fritsch,2023-01-01,0,0.20810522,0.727,0.1147893082208852
252,Fritsch & Fritsch,2023-03-25,0,0.026536584,0.727,1.0523276552272216
357,Fritsch & Fritsch,2023-01-23,1,0.124237865,0.727,1.085033131848418
370,Fritsch & Fritsch,2023-02-19,1,0.7714718,0.727,0.0910457374281693
327,Fritsch & Fritsch,2023-02-05,0,0.14883229,0.727,1.0835013890515015
226,Fritsch & Fritsch,2023-03-18,0,0.0850883,0.727,0.1675372381895208
217,Fritsch & Fritsch,2023-01-22,0,0.008597593,0.727,0.1185780133793893
387,Fritsch & Fritsch,2023-01-31,0,0.08615121,0.727,0.057082354870273
283,Fritsch & Fritsch,2023-01-13,0,8.573997e-4,0.727,1.1201189700314946
318,Fritsch & Fritsch,2023-01-20,0,0.021570161,0.727,0.1110699740834348
234,Fritsch & Fritsch,2023-02-23,0,0.0011474524,0.727,1.0929293036804897
231,Fritsch & Fritsch,2023-03-01,0,0.02713681,0.727,1.0895114694218777
325,Fritsch & Fritsch,2023-01-28,1,0.640394,0.727,1.1344822135861288
395,Fritsch & Fritsch,2023-02-12,0,2.562467e-4,0.727,0.072384901076557
352,Fritsch & Fritsch,2023-03-18,0,0.020198904,0.727,0.0771729244660083
362,Fritsch & Fritsch,2023-02-12,0,0.021032954,0.727,1.08181651904278
246,Fritsch & Fritsch,2023-02-06,0,0.0477094,0.727,0.0680249288179094
356,Fritsch & Fritsch,2023-02-02,0,0.04010874,0.727,0.0768282452841528
375,Fritsch & Fritsch,2023-01-30,1,0.25526205,0.727,0.081957682968991
359,Fritsch & Fritsch,2023-04-01,1,0.027723527,0.727,1.1274603051731444
315,Fritsch & Fritsch,2023-01-16,0,0.89041793,0.727,0.0593836947517993
214,Fritsch & Fritsch,2023-01-03,0,0.0061433944,0.727,0.1931007138527479
450,Hintz & Hintz,2023-03-09,0,0.1701673,0.934,1.1068552243842018
538,Hintz & Hintz,2023-02-01,1,0.8598257,0.934,0.1044032735979264
443,Hintz & Hintz,2023-01-28,1,0.06102638,0.934,1.126421115181424
490,Hintz & Hintz,2023-03-03,1,0.0244589,0.934,1.1846717309580177
564,Hintz & Hintz,2023-01-20,0,6.792998e-4,0.934,0.1230877877855508
589,Hintz & Hintz,2023-01-13,0,0.044336256,0.934,0.955499082470552
458,Hintz & Hintz,2023-02-22,1,0.95590156,0.934,1.1031464584348014
578,Hintz & Hintz,2023-01-15,1,0.07901703,0.934,1.0937359258937789
426,Hintz & Hintz,2023-03-13,1,0.2623574,0.934,0.1728583190721533
563,Hintz & Hintz,2023-02-01,0,0.06882919,0.934,1.1771324857029042
480,Hintz & Hintz,2023-03-21,0,0.06367789,0.934,1.108782934831115
471,Hintz & Hintz,2023-03-07,0,0.06850347,0.934,1.1948685870458229
547,Hintz & Hintz,2023-01-26,1,0.01722058,0.934,0.0312985160112934
454,Hintz & Hintz,2023-01-28,0,0.03110653,0.934,1.1161153062243407
587,Hintz & Hintz,2023-02-10,1,0.19495015,0.934,0.174837639078212
409,Hintz & Hintz,2023-02-06,0,0.003525351,0.934,1.062705988474564
542,Hintz & Hintz,2023-03-25,0,5.5642764e-4,0.934,0.0311436021264635
548,Hintz & Hintz,2023-02-14,1,0.14660004,0.934,0.1563855280240541
456,Hintz & Hintz,2023-03-05,1,0.5646388,0.934,1.122043722588777
586,Hintz & Hintz,2023-01-02,0,0.0016085407,0.934,1.0388789699491705
427,Hintz & Hintz,2023-01-09,0,4.366419e-4,0.934,1.1433223524247005
522,Hintz & Hintz,2023-01-21,0,0.040729154,0.934,0.0256051623402911
449,Hintz & Hintz,2023-03-01,0,0.05801831,0.934,0.1600088488465246
474,Hintz & Hintz,2023-02-05,0,0.034921747,0.934,1.167358199984491
445,Hintz & Hintz,2023-01-23,0,0.014691184,0.934,1.133676497730964
505,Hintz & Hintz,2023-03-24,1,0.8621201,0.934,0.1337478543164452
410,Hintz & Hintz,2023-03-31,1,0.88824934,0.934,1.1323931258191502
462,Hintz & Hintz,2023-03-31,0,0.02151093,0.934,0.1062821403410974
557,Hintz & Hintz,2023-02-14,0,0.03179885,0.934,1.049720145250293
401,Hintz & Hintz,2023-02-15,0,0.0012305528,0.934,1.053233198138479
574,Hintz & Hintz,2023-01-26,0,0.5919985,0.934,0.0683046099830677
517,Hintz & Hintz,2023-03-20,1,0.18926267,0.934,0.1716475392570836
477,Hintz & Hintz,2023-03-17,0,0.0073302207,0.934,1.127131891662609
579,Hintz & Hintz,2023-01-02,0,0.016731959,0.934,1.0654368002494965
432,Hintz & Hintz,2023-02-09,0,0.02713681,0.934,1.1380909910930856
524,Hintz & Hintz,2023-03-23,0,0.004010897,0.934,1.1202351027992503
455,Hintz & Hintz,2023-02-13,0,0.002227653,0.934,1.0829340975382702
561,Hintz & Hintz,2023-01-19,1,0.09165248,0.934,0.1037107972905217
554,Hintz & Hintz,2023-02-24,0,0.0013029911,0.934,1.0779649551105308
541,Hintz & Hintz,2023-03-26,0,0.0062745274,0.934,0.0326063299728535
512,Hintz & Hintz,2023-02-12,0,0.02713681,0.934,1.165237482938431
453,Hintz & Hintz,2023-02-28,0,0.0105454875,0.934,0.0742547872610601
599,Hintz & Hintz,2023-03-10,0,0.022691585,0.934,1.078117422744088
504,Hintz & Hintz,2023-01-14,0,0.0012587371,0.934,0.1577060457590473
581,Hintz & Hintz,2023-04-01,0,0.0074251355,0.934,0.9917618788478576
519,Hintz & Hintz,2023-01-24,0,0.41233888,0.934,0.0560391794333758
435,Hintz & Hintz,2023-01-06,0,7.100313e-4,0.934,1.1219129034161246
478,Hintz & Hintz,2023-03-25,0,0.12977844,0.934,0.0990493307054747
543,Hintz & Hintz,2023-03-31,0,0.014825128,0.934,1.0504157172366018
416,Hintz & Hintz,2023-01-09,1,0.31836855,0.934,1.134545952022915
452,Hintz & Hintz,2023-01-17,0,0.02713681,0.934,1.1540804647565972
509,Hintz & Hintz,2023-04-01,0,3.8566397e-4,0.934,0.1071000524414627
595,Hintz & Hintz,2023-01-22,0,0.05322563,0.934,1.1061557953119374
493,Hintz & Hintz,2023-03-08,0,0.0027624562,0.934,0.1244750210565094
511,Hintz & Hintz,2023-02-04,0,2.8499114e-4,0.934,1.1541611607030258
546,Hintz & Hintz,2023-01-14,0,0.0016689355,0.934,0.1539256340391158
415,Hintz & Hintz,2023-01-25,0,0.0030429794,0.934,0.0890199978786554
555,Hintz & Hintz,2023-02-28,0,0.8396749,0.934,1.0932462456408627
417,Hintz & Hintz,2023-03-20,0,0.20999487,0.934,0.1072377732395115
532,Hintz & Hintz,2023-04-01,0,0.0035428032,0.934,0.1882874038866111
413,Hintz & Hintz,2023-01-03,0,0.02713681,0.934,1.0791669209733907
534,Hintz & Hintz,2023-01-18,0,0.01722058,0.934,0.0726831353010628
444,Hintz & Hintz,2023-02-09,0,0.003961715,0.934,1.0281795685345705
568,Hintz & Hintz,2023-03-11,0,0.011916836,0.934,0.148138560058259
442,Hintz & Hintz,2023-01-19,1,0.016262366,0.934,0.1278908670435503
482,Hintz & Hintz,2023-01-17,0,0.0075225546,0.934,1.0951944177968274
420,Hintz & Hintz,2023-03-01,0,0.014386703,0.934,0.0596753877944121
500,Hintz & Hintz,2023-03-26,0,9.4913295e-4,0.934,0.1878545592540821
489,Hintz & Hintz,2023-03-11,0,0.009899498,0.934,0.0507569225199717
566,Hintz & Hintz,2023-02-21,1,0.32672116,0.934,1.1168607644113324
418,Hintz & Hintz,2023-03-30,0,0.035792656,0.934,0.0793191031104142
464,Hintz & Hintz,2023-03-09,0,0.001030728,0.934,1.2176073646160606
488,Hintz & Hintz,2023-01-01,0,0.0019740025,0.934,1.07045941125935
560,Hintz & Hintz,2023-02-19,1,0.87406754,0.934,1.1840352414983952
508,Hintz & Hintz,2023-03-29,0,0.0059008,0.934,1.0041977643989333
562,Hintz & Hintz,2023-01-28,0,0.25797996,0.934,0.1130850266731972
446,Hintz & Hintz,2023-01-30,1,0.3901382,0.934,1.1247395253124084
487,Hintz & Hintz,2023-03-17,1,0.050020643,0.934,0.10501316691808
486,Hintz & Hintz,2023-02-28,0,0.52094424,0.934,0.0442753829011319
507,Hintz & Hintz,2023-01-03,0,0.006595796,0.934,1.0438526458466548
551,Hintz & Hintz,2023-01-25,1,0.14365149,0.934,0.9934708856639304
535,Hintz & Hintz,2023-01-13,0,0.0069284798,0.934,0.0693340868442309
597,Hintz & Hintz,2023-03-15,0,5.4465205e-4,0.934,0.0293831628491591
553,Hintz & Hintz,2023-04-01,0,0.0011474524,0.934,0.089332540325546
501,Hintz & Hintz,2023-01-31,1,0.96700424,0.934,0.1421078480165114
514,Hintz & Hintz,2023-03-07,0,0.0023783434,0.934,0.1932806491927614
526,Hintz & Hintz,2023-02-24,1,0.9467816,0.934,1.0392284145694073
565,Hintz & Hintz,2023-03-19,1,0.98436683,0.934,0.1623319127713567
544,Hintz & Hintz,2023-01-11,1,0.0013307774,0.934,1.1208364847296046
400,Hintz & Hintz,2023-02-13,1,0.23045018,0.934,1.1005934567176343
422,Hintz & Hintz,2023-02-12,0,8.499933e-4,0.934,0.0990542898044073
523,Hintz & Hintz,2023-01-26,0,0.02713681,0.934,0.1006112038224418
583,Hintz & Hintz,2023-03-09,1,0.9309046,0.934,0.020886765584435
481,Hintz & Hintz,2023-02-04,0,0.016241034,0.934,0.0476784537561671
499,Hintz & Hintz,2023-01-31,0,0.02713681,0.934,1.118459299537331
573,Hintz & Hintz,2023-02-18,0,0.64166915,0.934,0.0722461706948132
407,Hintz & Hintz,2023-02-02,0,0.008933006,0.934,1.107735797143414
533,Hintz & Hintz,2023-03-28,1,0.0011969404,0.934,1.0584957994495785
582,Hintz & Hintz,2023-03-13,0,0.039883167,0.934,0.1430526701467971
591,Hintz & Hintz,2023-03-18,0,1.21852885e-4,0.934,1.1563141957899683
731,Mosciski and Sons,2023-03-26,1,0.0013307774,0.8879999999999999,1.185076311722786
647,Mosciski and Sons,2023-03-13,0,0.10936674,0.8879999999999999,1.0674774200149009
729,Mosciski and Sons,2023-02-11,0,1.9797268e-4,0.8879999999999999,1.1154570969083917
727,Mosciski and Sons,2023-02-02,0,0.003229611,0.8879999999999999,0.0727039108340473
612,Mosciski and Sons,2023-01-19,1,0.04316289,0.8879999999999999,0.1048574129070726
614,Mosciski and Sons,2023-01-27,0,5.958507e-4,0.8879999999999999,0.0830258933963685
621,Mosciski and Sons,2023-01-23,1,0.86696565,0.8879999999999999,1.1018535819282855
693,Mosciski and Sons,2023-03-26,0,0.5202152,0.8879999999999999,0.1065532567252535
681,Mosciski and Sons,2023-02-11,1,0.51045996,0.8879999999999999,1.129195399923456
676,Mosciski and Sons,2023-02-05,0,0.0010871114,0.8879999999999999,0.1450376910946741
707,Mosciski and Sons,2023-02-14,0,0.008150931,0.8879999999999999,0.1251337710289197
713,Mosciski and Sons,2023-01-26,0,5.2595546e-4,0.8879999999999999,1.0856008079683452
789,Mosciski and Sons,2023-03-21,0,0.5256873,0.8879999999999999,0.0592039749503366
654,Mosciski and Sons,2023-02-15,0,0.049613122,0.8879999999999999,1.123088731753324
660,Mosciski and Sons,2023-01-03,0,0.018622428,0.8879999999999999,0.1009149431519532
701,Mosciski and Sons,2023-03-30,0,0.03476548,0.8879999999999999,0.1138782460352903
611,Mosciski and Sons,2023-03-27,0,0.0038235756,0.8879999999999999,1.0502349884156992
629,Mosciski and Sons,2023-01-04,0,0.0642861,0.8879999999999999,0.0382192519484954
625,Mosciski and Sons,2023-03-23,0,0.012245923,0.8879999999999999,0.1516688115062547
708,Mosciski and Sons,2023-01-06,0,0.006585475,0.8879999999999999,0.1655924444801469
636,Mosciski and Sons,2023-01-24,1,0.10234994,0.8879999999999999,1.0051543185081244
615,Mosciski and Sons,2023-03-14,1,0.858326,0.8879999999999999,0.1184317770696613
640,Mosciski and Sons,2023-03-28,0,0.0021567128,0.8879999999999999,0.0868200979628904
649,Mosciski and Sons,2023-03-28,0,0.4418892,0.8879999999999999,0.1015527753588054
628,Mosciski and Sons,2023-02-17,0,0.12762818,0.8879999999999999,0.1245685942081463
769,Mosciski and Sons,2023-03-02,1,0.009295199,0.8879999999999999,1.108677468175114
736,Mosciski and Sons,2023-03-27,1,0.92429477,0.8879999999999999,1.139441270614971
627,Mosciski and Sons,2023-04-01,0,4.3627844e-4,0.8879999999999999,0.1225426942810387
743,Mosciski and Sons,2023-03-19,0,0.054935087,0.8879999999999999,-0.0014822862969038
623,Mosciski and Sons,2023-02-23,1,0.9066716,0.8879999999999999,1.1814889973721443
784,Mosciski and Sons,2023-01-30,0,0.09775246,0.8879999999999999,0.1894654289692666
600,Mosciski and Sons,2023-01-14,0,0.003571191,0.8879999999999999,0.1922671661845837
724,Mosciski and Sons,2023-02-01,0,0.0035205702,0.8879999999999999,1.153591280835914
639,Mosciski and Sons,2023-01-15,0,0.056981664,0.8879999999999999,0.1269815934052153
702,Mosciski and Sons,2023-01-07,0,0.0053847716,0.8879999999999999,0.0710617869061485
786,Mosciski and Sons,2023-01-18,0,1.6935471e-4,0.8879999999999999,0.999113216845917
648,Mosciski and Sons,2023-03-17,0,0.021917637,0.8879999999999999,1.002083290141563
692,Mosciski and Sons,2023-03-07,0,0.038905066,0.8879999999999999,1.1346642504097424
711,Mosciski and Sons,2023-02-21,0,0.7472271,0.8879999999999999,0.1158662295984764
766,Mosciski and Sons,2023-03-03,0,0.010710109,0.8879999999999999,0.0681001621204367
616,Mosciski and Sons,2023-02-23,1,0.25494322,0.8879999999999999,0.1360742873157363
