second,model,score
19,model_5,0.7316401256248355
20,model_1,0.6568684740317986
20,model_2,0.8481940867193046
20,model_3,0.919793561003171
20,model_4,0.6980408618552609
20,model_5,0.7042722052196041
21,model_1,0.6635096709337086
21,model_2,0.8428161541931334
21,model_3,0.9125029609538615
21,model_4,0.6314994788309558
21,model_5,0.7061989212408663
22,model_1,0.6713802298810334
22,model_2,0.8600604786258194
22,model_3,0.9057401026412845
22,model_4,0.6989668607525527
22,model_5,0.6676285401452333
23,model_1,0.6699186405679212
23,model_2,0.871415872210637
23,model_3,0.9054220362287014
23,model_4,0.7582014401210471
23,model_5,0.715422713640146
24,model_1,0.6698927540052683
24,model_2,0.8758078137505803
24,model_3,0.9153582360409199
24,model_4,0.7962917430745436
24,model_5,0.7650442261947319
25,model_1,0.6611645031068475
25,model_2,0.8685391337610784
25,model_3,0.9096241656644269
25,model_4,0.7795792458439245
25,model_5,0.7595619159052148
26,model_1,0.6560918929520996
26,model_2,0.8509893764927986
26,model_3,0.9096166946645826
26,model_4,0.7936773325270041
26,model_5,0.7531304338015615
27,model_1,0.6505555429356173
27,model_2,0.8691924001742157
27,model_3,0.9173149171471596
27,model_4,0.7624717060569673
27,model_5,0.7533370174467563
28,model_1,0.6423895962070675
28,model_2,0.882543318262324
28,model_3,0.9084985942253844
28,model_4,0.7171673893183469
28,model_5,0.7671437022974714
29,model_1,0.642172634843737
29,model_2,0.8731908418145033
29,model_3,0.9084322141529994
29,model_4,0.7446082965377717
29,model_5,0.7311637365724891
30,model_1,0.640336803472601
30,model_2,0.8661021502222869
30,model_3,0.9171592071466149
30,model_4,0.7106363148801028
30,model_5,0.6942489312728867
31,model_1,0.6319854573439808
31,model_2,0.8647875837143514
31,model_3,0.9247347981389613
31,model_4,0.7123317842138931
31,model_5,0.7266410924959927
32,model_1,0.622117128944956
32,model_2,0.8765096876211468
32,model_3,0.921468404387124
32,model_4,0.6490914498502388
32,model_5,0.7357928784796968
33,model_1,0.6300069006485867
33,model_2,0.880616666665301
33,model_3,0.9306402626493947
33,model_4,0.6737092651706188
33,model_5,0.7417358164908364
34,model_1,0.6306685428414496
34,model_2,0.8748549785092476
34,model_3,0.928864822825417
34,model_4,0.6382439265307038
34,model_5,0.7124343515839427
35,model_1,0.6213889844296502
35,model_2,0.8890676763001832
35,model_3,0.9365012575220318
35,model_4,0.6083323318697511
35,model_5,0.7422460395144298
36,model_1,0.6291625718260185
36,model_2,0.8718509651720527
36,model_3,0.942795811458491
36,model_4,0.5393756965454667
36,model_5,0.7048400163417682
37,model_1,0.62004165627528
37,model_2,0.8741581727564338
37,model_3,0.951466692099348
37,model_4,0.5022293262509628
37,model_5,0.7249611879233271
38,model_1,0.6236073047621177
38,model_2,0.8807679533120248
38,model_3,0.9511038467846813
38,model_4,0.5422970082052051
38,model_5,0.7675315576372668
39,model_1,0.6218235081527383
39,model_2,0.8664640859235082
39,model_3,0.9490255323611202
39,model_4,0.6036316958442329
39,model_5,0.7194015527144074
40,model_1,0.6261317964596675
40,model_2,0.8829758668504659
40,model_3,0.9527632956625895
40,model_4,0.6417820718698203
40,model_5,0.7573193623218685
41,model_1,0.6175483637070285
41,model_2,0.8643779702950273
41,model_3,0.944088368243538
41,model_4,0.5767818801989778
41,model_5,0.7206065610982477
42,model_1,0.6097103167744355
42,model_2,0.8470571131631736
42,model_3,0.9428135791327806
42,model_4,0.5880724098533391
42,model_5,0.7541429798584431
43,model_1,0.6192619246011601
43,model_2,0.8397608517017219
43,model_3,0.9497075702250006
43,model_4,0.6480875183083116
43,model_5,0.7646142020821571
44,model_1,0.6274211457185449
44,model_2,0.8439998499397192
44,model_3,0.9561638177325952
44,model_4,0.6391361775435506
44,model_5,0.7290732451016083
45,model_1,0.6257717909710484
45,model_2,0.828459713738412
45,model_3,0.9618165891198444
45,model_4,0.6986823520855976
45,model_5,0.7345124909188598
46,model_1,0.6248887904919687
46,model_2,0.8304147367924455
46,model_3,0.9669526887265968
46,model_4,0.6302828736742956
46,model_5,0.7652436704142019
47,model_1,0.6254889958770948
47,model_2,0.843985636411235
47,model_3,0.975293466150761
47,model_4,0.6154352429602292
47,model_5,0.7638789505930618
48,model_1,0.6231435410352426
48,model_2,0.8486146622523668
48,model_3,0.9743271568696948
48,model_4,0.6645086896186692
48,model_5,0.7758818296017126
49,model_1,0.6135838167509067
49,model_2,0.8611678360588851
49,model_3,0.9804968653526159
49,model_4,0.6426122647291046
49,model_5,0.7819542940007523
50,model_1,0.6041271836869422
50,model_2,0.8715220377314838
50,model_3,0.9746914018038663
50,model_4,0.652631499432027
50,model_5,0.8297970598796384
51,model_1,0.5959435675386343
51,model_2,0.8868780103139582
51,model_3,0.9785614567529413
51,model_4,0.6837742622615767
51,model_5,0.8770283936755733
52,model_1,0.5935420681675899
52,model_2,0.8968932905048135
52,model_3,0.9862166831409561
52,model_4,0.7199635809985918
52,model_5,0.880741290934384
53,model_1,0.6016635741060603
53,model_2,0.8801764606405053
53,model_3,0.9927809917228299
53,model_4,0.6855248040379953
53,model_5,0.8871465558884667
54,model_1,0.6053048116946597
54,model_2,0.8901193661149595
54,model_3,0.9945888811396437
54,model_4,0.6789391117775809
54,model_5,0.9214245924027639
55,model_1,0.6071421694708992
55,model_2,0.9096305881906304
55,model_3,1
55,model_4,0.6183226677123453
55,model_5,0.8879495709203186
56,model_1,0.615182098578662
56,model_2,0.8909341705963019
56,model_3,0.9934885610174388
56,model_4,0.6739976369542997
56,model_5,0.9059465216239916
57,model_1,0.6167443392891441
57,model_2,0.8802353886328641
57,model_3,1
57,model_4,0.6408634112449358
57,model_5,0.9448155530495571
58,model_1,0.6224843079037968
58,model_2,0.8704260219633583
58,model_3,1
58,model_4,0.6516557169379662
58,model_5,0.9430364063940945
59,model_1,0.618868649755605
59,model_2,0.8868579192738983
59,model_3,1
59,model_4,0.5968225063057612
59,model_5,0.9832226447993891
60,model_1,0.6167110382393006
60,model_2,0.9014643928036097
60,model_3,1
60,model_4,0.611630527931265
60,model_5,0.9550897921901198
61,model_1,0.611104703638703
61,model_2,0.9020448718778792
61,model_3,1
61,model_4,0.5421847003931175
61,model_5,0.9220672728726642
62,model_1,0.6164771950291473
62,model_2,0.890336969001219
62,model_3,0.9936725626094267
62,model_4,0.5064069983502846
62,model_5,0.9125946789048613
63,model_1,0.623192928922363
63,model_2,0.8903366984799507
63,model_3,0.9897376366471872
63,model_4,0.5319814818957816
63,model_5,0.8881942720152439
64,model_1,0.6264262796193365
64,model_2,0.901577701289207
64,model_3,0.9799867063388228
64,model_4,0.5037445034831758
64,model_5,0.9268609600141646
65,model_1,0.6233801789348948
65,model_2,0.9166146669164302
65,model_3,0.9715184173220768
65,model_4,0.5138012516917656
65,model_5,0.9703011821722614
66,model_1,0.6282818504376341
66,model_2,0.9321387413050982
66,model_3,0.9725592900486663
66,model_4,0.5639625965012233
66,model_5,0.9682496233144777
67,model_1,0.6332767815561969
67,model_2,0.9442501103412363
67,model_3,0.9640205692779272
67,model_4,0.5039279410941522
67,model_5,0.9654947043862196
68,model_1,0.6415650307992478
68,model_2,0.9482151161786172
68,model_3,0.9667811045842245
68,model_4,0.5178041182970624
68,model_5,0.9187411461491141
69,model_1,0.6504582045739521
69,model_2,0.9492031103651973
69,model_3,0.958073069518432
69,model_4,0.5042614978225898
69,model_5,0.9169346670852977
70,model_1,0.6522608982352545
70,model_2,0.9343000894598665
70,model_3,0.9506499098008498
70,model_4,0.5073043449455868
70,model_5,0.9521929686423394
71,model_1,0.655299326051027
71,model_2,0.9252909430395815
71,model_3,0.9581381773715839
71,model_4,0.4733961137430739
71,model_5,0.9420083866221833
72,model_1,0.6548203814774756
72,model_2,0.9139701445586983
72,model_3,0.9502837453456596
72,model_4,0.45846095680724797
72,model_5,0.8931664807489145
73,model_1,0.6537827917421241
73,model_2,0.9277569945808504
73,model_3,0.9409332099976019
73,model_4,0.5051577924378213
73,model_5,0.9305394943570721
74,model_1,0.6500715975649659
74,model_2,0.9307539936527613
74,model_3,0.9432942174421625
74,model_4,0.5666883921902623
74,model_5,0.9704494918230924
75,model_1,0.6564730653213341
75,model_2,0.9501153498422358
75,model_3,0.9391789294220508
75,model_4,0.6234204866643992
75,model_5,0.9252046932000669
76,model_1,0.6491883370978762
76,model_2,0.961958488384262
76,model_3,0.943179633296095
76,model_4,0.6570032489951697
76,model_5,0.9247813547728586
77,model_1,0.6577997619705278
77,model_2,0.9673880452662709
77,model_3,0.9471854103775696
77,model_4,0.7240852238563817
77,model_5,0.8886171740945431
78,model_1,0.651984415277839
78,model_2,0.9824235012196006
78,model_3,0.9527983952639626
78,model_4,0.7501945144403722
78,model_5,0.8467901632655415
79,model_1,0.6464748040307317
79,model_2,1
79,model_3,0.944434071830474
79,model_4,0.7388348444690924
79,model_5,0.8025372938485819
80,model_1,0.6385988375777382
80,model_2,1
80,model_3,0.9344383828341962
80,model_4,0.7492163320770484
80,model_5,0.7541038566967475
81,model_1,0.6319065985735509
81,model_2,1
81,model_3,0.936899906890467
81,model_4,0.76599832016509
81,model_5,0.7851003890391441
82,model_1,0.6308070818614218
82,model_2,0.9821694084443152
82,model_3,0.9272445543669166
82,model_4,0.7990633091377092
82,model_5,0.7864498113049196
83,model_1,0.6386243365099656
83,model_2,0.9803821784909815
83,model_3,0.9181218496104704
83,model_4,0.7692953923065212
83,model_5,0.8066894941730427
84,model_1,0.6414703888073566
84,model_2,0.9945240189414472
84,model_3,0.9117892805440353
84,model_4,0.8290217294124883
84,model_5,0.7938927073497327
85,model_1,0.6475812410796064
85,model_2,0.9871753950137645
85,model_3,0.915268985014409
85,model_4,0.8741875169705596
85,model_5,0.7915377809666099
86,model_1,0.6484339297469708
86,model_2,0.9753408142924309
86,model_3,0.9122094745421784
86,model_4,0.8711772336065766
86,model_5,0.7899262768682094
87,model_1,0.6425941877905282
87,model_2,0.9950157187785954
87,model_3,0.9145751380315053
87,model_4,0.9324721967661751
87,model_5,0.7560162395238877
88,model_1,0.6475219784351068
88,model_2,1
88,model_3,0.9230687620118262
88,model_4,0.934442205224186
88,model_5,0.8003815841162578
89,model_1,0.6398860662477094
89,model_2,1
89,model_3,0.9143727643042804
89,model_4,0.9475126745318991
89,model_5,0.7891438252758236
90,model_1,0.63734155099839
90,model_2,1
90,model_3,0.9215617193281651
90,model_4,0.9495388084230942
90,model_5,0.7441097062546761
91,model_1,0.6302724044164645
91,model_2,1
91,model_3,0.9311201654234902
91,model_4,0.9935678365128113
91,model_5,0.7447610610630364
92,model_1,0.6383730729855599
92,model_2,0.9966197733208537
92,model_3,0.9212729423260317
92,model_4,0.9776018459908663
92,model_5,0.7501897629350425
93,model_1,0.6316030022222551
93,model_2,1
93,model_3,0.9283710030885415
93,model_4,1
93,model_5,0.7527837074128911
94,model_1,0.6241301827644932
94,model_2,0.9820627793297172
94,model_3,0.9200638618832455
94,model_4,1
94,model_5,0.7474748640786857
95,model_1,0.6234441550634804
95,model_2,0.977151844529435
95,model_3,0.9158213911252098
95,model_4,1
95,model_5,0.7531158837489784
96,model_1,0.6224446085281673
96,model_2,0.9750118902046233
96,model_3,0.9148473866144197
96,model_4,0.936147514837794
96,model_5,0.7555725191021339
97,model_1,0.6320866709435361
97,model_2,0.9828985595703125
97,model_3,0.9121673238463701
97,model_4,1
97,model_5,0.7171125742141158
98,model_1,0.6389744576951492
98,model_2,0.990309335719794
98,model_3,0.9193006582418458
98,model_4,1
98,model_5,0.6916896548354998
99,model_1,0.6433405457343909
99,model_2,0.9752990283444523
99,model_3,0.913906919900328
99,model_4,1
99,model_5,0.7192788046319037
100,model_1,0.6424171048123393
100,model_2,0.9897003711387514
100,model_3,0.9074431046796964
100,model_4,0.985799684538506
100,model_5,0.7628771950025112
101,model_1,0.6359269704017791
101,model_2,0.9814791425596922
101,model_3,0.9036173835443334
101,model_4,0.9457088937703519
101,model_5,0.8042775206966326
102,model_1,0.6333931958442557
102,model_2,0.9891848317626862
102,model_3,0.9080566260684283
102,model_4,0.9174414397822692
102,model_5,0.804704600176774
103,model_1,0.6303156893095004
103,model_2,0.9948819570057092
103,model_3,0.9032064541568982
103,model_4,0.9281482850760221
103,model_5,0.8355667206458748
104,model_1,0.63606100817211
104,model_2,0.9972772577591239
104,model_3,0.907269678511657
104,model_4,0.9609492803458124
104,model_5,0.7961213005939499
105,model_1,0.6283381773391741
105,model_2,0.9959819430392234
105,model_3,0.9118887495016681
105,model_4,0.9225566624477505
105,model_5,0.8374037809437141
106,model_1,0.6188796717952939
106,model_2,0.9839690346550195
106,model_3,0.9104518264997752
106,model_4,0.9041748095536604
106,model_5,0.83699289215728645
107,model_1,0.6243823656020688
107,model_2,0.9981138873565941
107,model_3,0.9131396387610586
107,model_4,0.8369992008060216
107,model_5,0.8719955158652738
108,model_1,0.6290239689592274
108,model_2,1
108,model_3,0.9038863101089375
108,model_4,0.8455003362149
108,model_5,0.8799377375515178
109,model_1,0.6239627029001715
109,model_2,1
109,model_3,0.9004994050972165
109,model_4,0.8043566046003252
109,model_5,0.9247645170195029
110,model_1,0.6162513359310108
110,model_2,0.99067930390127
110,model_3,0.9098786454275252
110,model_4,0.8035936994478107
110,model_5,0.9161644595908002
111,model_1,0.6093520661583173
111,model_2,0.995195699473843
111,model_3,0.9129004316451029
111,model_4,0.7959448103094474
111,model_5,0.9651219019899145
112,model_1,0.6075271751265975
112,model_2,1
112,model_3,0.9163910228526221
112,model_4,0.8047878232365475
112,model_5,1
113,model_1,0.613907714430243
113,model_2,0.9966868763882667
113,model_3,0.9138849653163926
113,model_4,0.8093082812475042
113,model_5,1
114,model_1,0.6178743725828828
114,model_2,0.9938493415154517
114,model_3,0.9201999302953483
114,model_4,0.7887871954077856
114,model_5,1
115,model_1,0.6114823051868008
115,model_2,0.9774597591441124
115,model_3,0.9129777761641891
115,model_4,0.7951936068665237
115,model_5,0.9942411407828331
116,model_1,0.6210515183163808
116,model_2,0.9798730025161058
116,model_3,0.9142613784736023
116,model_4,0.7542241258267315
116,model_5,0.9852342535043135
117,model_1,0.6149545688647778
117,model_2,0.9891002704109997
117,model_3,0.9176150222914294
117,model_4,0.7541129908617588
117,model_5,0.9713722499320283
118,model_1,0.614786973106675
118,model_2,0.9960673997644335
118,model_3,0.9156244432926179
118,model_4,0.743437963393517
118,model_5,0.9503514182055368
119,model_1,0.613707231017761
119,model_2,0.9932171344105154
119,model_3,0.9246374382870273
119,model_4,0.6848213774478065
119,model_5,0.9991640915395691
120,model_1,0.6099129942804576
120,model_2,1
120,model_3,0.9189971247036011
120,model_4,0.6278360491758214
120,model_5,1
121,model_1,0.6007462860923262
121,model_2,0.9970441591460257
121,model_3,0.9193186066858471
121,model_4,0.5708709031902255
121,model_5,0.9511727354722097
122,model_1,0.5985198655724526
122,model_2,0.9856484640017151
122,model_3,0.9137966151954606
122,model_4,0.6194089679745959
122,model_5,0.9384237288264557
123,model_1,0.591331087332219
123,model_2,0.9935469115246087
123,model_3,0.9123151669697837
123,model_4,0.5889993242966013
123,model_5,0.8939482050947845
124,model_1,0.5825609363988042
124,model_2,0.9739794589206576
124,model_3,0.9162377620907501
124,model_4,0.636545224376023
124,model_5,0.891934483195655
125,model_1,0.5777433210983873
125,model_2,0.9651170303858817
125,model_3,0.9153402374545113
125,model_4,0.6338853555312383
125,model_5,0.8455847538076341
126,model_1,0.5707784735551105
126,model_2,0.9793873845972121
126,model_3,0.920892247692682
126,model_4,0.6158922588359567
126,model_5,0.857471003360115
127,model_1,0.575297559001483
127,model_2,0.9720212004333735
127,model_3,0.9176781021105127
127,model_4,0.5950268904911357
127,model_5,0.8730515198782086
128,model_1,0.5844316871883348
128,model_2,0.9721411701198668
128,model_3,0.9086087011871861
128,model_4,0.6451259293826299
128,model_5,0.872016299678944
129,model_1,0.5859536206023768
129,model_2,0.9585164847690613
129,model_3,0.9088817323185505
129,model_4,0.7065944629954176
129,model_5,0.8402152596972883
130,model_1,0.5916731212148443
130,model_2,0.9613542125560344
130,model_3,0.9107437828043478
130,model_4,0.7307880430761726
130,model_5,0.8161539216758683
131,model_1,0.5935023171175271
131,model_2,0.9781579574290663
131,model_3,0.9114923515263946
131,model_4,0.6620240768929945
131,model_5,0.8493188366293907
132,model_1,0.5989336369512602
132,model_2,0.9615570869296789
132,model_3,0.9134594277618454
132,model_4,0.6945389358000831
132,model_5,0.822922797803767
133,model_1,0.6028920877957716
133,model_2,0.9787641471344978
133,model_3,0.9074222376104445
133,model_4,0.7454690412944184
133,model_5,0.8403305793413892
134,model_1,0.6003892138786614
134,model_2,0.9853341023158282
134,model_3,0.9105005595507101
134,model_4,0.6983989356365056
134,model_5,0.8768678408348932
135,model_1,0.5979411864187568
135,model_2,0.9833529381174594
135,model_3,0.9105518371891231
135,model_4,0.7163053467031569
135,model_5,0.9234274958027526
136,model_1,0.6027618247363716
136,model_2,0.9861481023486703
136,model_3,0.9048738392582164
136,model_4,0.7799984325841071
136,model_5,0.9659314146731048
137,model_1,0.6021963338833303
137,model_2,1
137,model_3,0.8973729449789972
137,model_4,0.8119814007123933
137,model_5,0.9270085286814719
138,model_1,0.6074101972952486
138,model_2,1
138,model_3,0.8903291613562033
138,model_4,0.81329322937876
138,model_5,0.9167397391749545
139,model_1,0.613793440302834
139,model_2,1
139,model_3,0.898801302178763
139,model_4,0.7439564836304636
139,model_5,0.9171305656665936
140,model_1,0.614965798794292
140,model_2,1
140,model_3,0.9087986159976573
140,model_4,0.7730757999699565
140,model_5,0.9166900157695635
141,model_1,0.611534466999583
141,model_2,0.9964969677198678
141,model_3,0.9140936256293208
141,model_4,0.7865892586950215
141,model_5,0.8948960631620139
142,model_1,0.6112058391980828
142,model_2,0.9886630026064813
142,model_3,0.9177082477463411
142,model_4,0.7364541091769936
142,model_5,0.8764247159240767
143,model_1,0.6082550458656625
143,model_2,0.9743755813036115
143,model_3,0.9139403343852611
143,model_4,0.6879214605595919
143,model_5,0.8708669357467442
144,model_1,0.6001120411185549
144,model_2,0.9709929922223092
144,model_3,0.908772997967899
144,model_4,0.7296829612366857
144,model_5,0.831531316624023
145,model_1,0.5941848838655279
145,model_2,0.9779220741894097
145,model_3,0.9157981198653581
145,model_4,0.6794084354909139
145,model_5,0.862372316699475
146,model_1,0.6014546162169427
146,model_2,0.9647085686493666
146,model_3,0.920559478341602
146,model_4,0.6944750704756009
146,model_5,0.8826336502563208
147,model_1,0.5986435455130414
147,model_2,0.9788999724760653
147,model_3,0.9291854503145444
147,model_4,0.6625856905989351
147,model_5,0.9202510064234957
148,model_1,0.5907926861243323
148,model_2,0.9900257581099869
148,model_3,0.9303145039407539
148,model_4,0.6476717440038922
148,model_5,0.9023226281860843
149,model_1,0.5852180126821623
149,model_2,0.9908143279794606
149,model_3,0.9391828220570463
149,model_4,0.7174203449860217
149,model_5,0.8640740970382467
150,model_1,0.5913347120722757
150,model_2,1
150,model_3,0.9424929665401581
150,model_4,0.7013705263240264
150,model_5,0.8540688421344385
151,model_1,0.596478927601129
151,model_2,0.9866822232212872
151,model_3,0.933758311485872
151,model_4,0.6839808993507178
151,model_5,0.8248466005548835
152,model_1,0.5923043679026888
152,model_2,0.9817640809621663
152,model_3,0.9350105387344959
152,model_4,0.7402619145624341
152,model_5,0.7904620070476085
153,model_1,0.5958160546235741
153,model_2,1
153,model_3,0.9438831631187352
153,model_4,0.7725946002034472
153,model_5,0.8072288404218853
154,model_1,0.5967166318558158
154,model_2,0.9976750723272562
154,model_3,0.941561292242259
154,model_4,0.7749565174756573
154,model_5,0.8213184019550681
155,model_1,0.5944165047677236
155,model_2,0.9947380654234439
155,model_3,0.9349588891491296
155,model_4,0.712400972461328
155,model_5,0.7893111704150215
156,model_1,0.5885757761448623
156,model_2,0.9977268833015114
156,model_3,0.9427065033745022
156,model_4,0.7794533465988935
156,model_5,0.8115151871461421
157,model_1,0.5816009609634059
157,model_2,1
157,model_3,0.9384974712831902
157,model_4,0.8410634251032025
157,model_5,0.7936131085501984
158,model_1,0.5719418626558037
158,model_2,1
158,model_3,0.9466041931277143
158,model_4,0.7933714531594888
158,model_5,0.7943408006802202
159,model_1,0.5631817278219389
159,model_2,0.9935810578335077
159,model_3,0.9434179790085183
159,model_4,0.7449072954431176
159,model_5,0.7491122532170267
160,model_1,0.5592150546051564
160,model_2,1
160,model_3,0.9415965367946776
160,model_4,0.7002015788014978
160,model_5,0.7780356551520528
161,model_1,0.551053386051208
161,model_2,1
161,model_3,0.9504750268254432
161,model_4,0.641167131527327
161,model_5,0.7359652461484075
162,model_1,0.5457043476402762
162,model_2,0.9806015909742564
162,model_3,0.9499380614142867
162,model_4,0.5884502006415278
162,model_5,0.7661527394084261
163,model_1,0.5511833324469628
163,model_2,0.9787356114014983
163,model_3,0.957041807966307
163,model_4,0.5783801163453609
163,model_5,0.7704458348685876
164,model_1,0.5591963356686759
164,model_2,0.9711603976599872
164,model_3,0.947478795279749
164,model_4,0.5577098968718202
164,model_5,0.7259758660802619
165,model_1,0.5592293957574296
165,model_2,0.9738032567314804
165,model_3,0.9480943877622487
165,model_4,0.5025389512209222
165,model_5,0.7459595737513156
166,model_1,0.5513740078639242
166,model_2,0.9846300192829222
166,model_3,0.9574933307990434
166,model_4,0.4642728971224278
166,model_5,0.7678478513145821
167,model_1,0.5532954809395599
167,model_2,0.9933539152052253
167,model_3,0.9571181574137884
167,model_4,0.4779350534081459
167,model_5,0.7601261305622758
168,model_1,0.5546779537480327
168,model_2,1
168,model_3,0.9502912703994664
168,model_4,0.5126609207270667
168,model_5,0.767495182878338
169,model_1,0.5611701677646491
169,model_2,0.998433388210833
169,model_3,0.9551330900797622
169,model_4,0.46640466558281335
169,model_5,0.7783824820537122
170,model_1,0.5562675120448697
170,model_2,0.9788934303633868
170,model_3,0.9458379434887322
170,model_4,0.44202586969826374
170,model_5,0.7832503669895233
171,model_1,0.5518541262205693
171,model_2,0.9733351095300168
171,model_3,0.9377233496308329
171,model_4,0.4176770308474079
171,model_5,0.8061833994928749
172,model_1,0.550401968089864
172,model_2,0.9866503510810435
172,model_3,0.9471886496571826
172,model_4,0.3809783451724798
172,model_5,0.8499494299758227
173,model_1,0.5480798346688974
173,model_2,0.9709194806590676
173,model_3,0.9409369374904784
173,model_4,0.3788328242069111
173,model_5,0.8641985559137539
174,model_1,0.5441040319297467
174,model_2,0.9791997222788632
174,model_3,0.9461897718021648
174,model_4,0.41626974205486483
174,model_5,0.9109188065165655
175,model_1,0.5538562438031662
175,model_2,0.9912636597827077
175,model_3,0.9399877146352085
175,model_4,0.4180424478417263
175,model_5,0.939429318974726
176,model_1,0.5462145114969466
176,model_2,0.9827386284153908
176,model_3,0.9447355617070573
176,model_4,0.4691357318637893
176,model_5,0.9098342153709383
177,model_1,0.54208387543447345
177,model_2,0.9750879844557494
177,model_3,0.9356068170908841
177,model_4,0.41025989813730124
177,model_5,0.8847330292453991
178,model_1,0.5359887234820055
178,model_2,0.9817348284181208
178,model_3,0.9405831018555912
178,model_4,0.35298850791994485
178,model_5,0.8723506459500642
179,model_1,0.5378402194706725
179,model_2,0.9672217867150903
179,model_3,0.943675295300782
179,model_4,0.3775118168164045
179,model_5,0.8463476909557358
180,model_1,0.5307997740851718
180,model_2,0.9528248714376241
180,model_3,0.9376085911039266
180,model_4,0.37235083717387174
180,model_5,0.8548167298547924
181,model_1,0.5305295907985421
181,model_2,0.9643792607728392
181,model_3,0.9352795204753059
181,model_4,0.35486311994493014
181,model_5,0.8643282984849066
182,model_1,0.522124545988627
182,model_2,0.965531766647473
182,model_3,0.9295421244250613
182,model_4,0.3787569652078674
182,model_5,0.8824998980620876
183,model_1,0.5200296914996582
183,model_2,0.9534675426222384
183,model_3,0.9366321164509285
183,model_4,0.44329316583462064
183,model_5,0.9059863595990464
184,model_1,0.5222129093855622
184,model_2,0.969677291084081
184,model_3,0.9382042380562056
184,model_4,0.3737091963272542
184,model_5,0.9536383314291015
185,model_1,0.5301580883702266
185,model_2,0.9870595492701978
185,model_3,0.9430908007035036
185,model_4,0.34643340434413405
185,model_5,0.9927412477787584
186,model_1,0.5301512856967749
186,model_2,0.9882054501026869
186,model_3,0.9349883070681249
186,model_4,0.40099395812489097
186,model_5,0.9872136363293975
187,model_1,0.5228786182822662
187,model_2,0.9925928959995508
187,model_3,0.940434288871475
187,model_4,0.4375360675528646
187,model_5,1
188,model_1,0.5155125760426748
188,model_2,0.9967726911697536
188,model_3,0.9473433903232221
188,model_4,0.4382453531119973
188,model_5,0.9701025459682568
189,model_1,0.5078136148117486
189,model_2,1
189,model_3,0.9421306835860018
189,model_4,0.5010855136765168
189,model_5,0.9342093780636787
190,model_1,0.5033230035472664
190,model_2,1
190,model_3,0.9418693978386005
190,model_4,0.512049691262655
190,model_5,0.9006681374274194
191,model_1,0.4977911627618599
191,model_2,1
191,model_3,0.9479144530184572
191,model_4,0.4564837026642636
191,model_5,0.87814156776294106
192,model_1,0.5077557763177905
192,model_2,1
192,model_3,0.9482959415856754
192,model_4,0.5178912914823741
192,model_5,0.8605035245185717
193,model_1,0.5109033957961949
